Name,Codename,Cores,Brand,Socket,Process,Clock,Multi,Voltage,Cache L1/L2/L3,TDP,Released
Xeon E5-2692 v2,Ivy Bridge-EP,12-Core,Intel,2011,22 nm,2200 MHz,22.0x,unknown,64K / 256K / 30720K,100W,Sep-13
Xeon E5-2695 v2,Ivy Bridge-EP,12-Core,Intel,2011,22 nm,2400 MHz,24.0x,unknown,64K / 256K / 30720K,115W,Sep-13
Xeon E5-2697 v2,Ivy Bridge-EP,12-Core,Intel,2011,22 nm,2700 MHz,27.0x,unknown,64K / 256K / 30720K,130W,Sep-13
Xeon E5-4603,Sandy Bridge-EP,4-Core,Intel,2011,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 10240K,95W,May-12
Xeon E5-4607,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2200 MHz,22.0x,1.35 V,64K / 256K / 15360K,95W,May-12
Xeon E5-4610,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2400 MHz,24.0x,1.35 V,64K / 256K / 15360K,130W,May-12
Xeon E5-4617,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2900 MHz,29.0x,1.35 V,64K / 256K / 15360K,130W,May-12
Xeon E5-4620,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2700 MHz,27.0x,1.35 V,64K / 256K / 16384K,130W,May-12
Xeon E5-4640,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2400 MHz,24.0x,1.35 V,64K / 256K / 20480K,95W,May-12
Xeon E5-4650,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2700 MHz,27.0x,1.35 V,64K / 256K / 20480K,130W,May-12
Xeon E5-4650L,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2600 MHz,26.0x,1.35 V,64K / 256K / 20480K,115W,May-12
Xeon E5502,Gainestown,2-Core,Intel,1366,45 nm,1866 MHz,14.0x,1.35 V,64K / 256K / 4096K,80W,Mar-09
Xeon E5503,Gainestown,2-Core,Intel,1366,45 nm,2000 MHz,15.0x,1.35 V,64K / 256K / 4096K,80W,Mar-10
Xeon E5504,Gainestown,4-Core,Intel,1366,45 nm,2000 MHz,15.0x,1.35 V,64K / 256K / 4096K,80W,Mar-09
Xeon E5506,Gainestown,4-Core,Intel,1366,45 nm,2133 MHz,16.0x,1.35 V,64K / 256K / 4096K,80W,Mar-09
Xeon E5507,Gainestown,4-Core,Intel,1366,45 nm,2266 MHz,17.0x,1.35 V,64K / 256K / 4096K,80W,Mar-10
Xeon E5520,Gainestown,4-Core,Intel,1366,45 nm,2266 MHz,17.0x,1.35 V,64K / 256K / 8192K,80W,Mar-09
Xeon E5530,Gainestown,4-Core,Intel,1366,45 nm,2400 MHz,18.0x,1.35 V,64K / 256K / 8192K,80W,Mar-09
Xeon E5540,Gainestown,4-Core,Intel,1366,45 nm,2533 MHz,19.0x,1.35 V,64K / 256K / 8192K,80W,Mar-09
Xeon E5603,Westmere-EP,4-Core,Intel,1366,32 nm,1600 MHz,12.0x,1.35 V,64K / 256K / 4096K,80W,Feb-11
Xeon E5606,Westmere-EP,4-Core,Intel,1366,32 nm,2133 MHz,16.0x,1.35 V,64K / 256K / 8192K,80W,Feb-11
Xeon E5607,Westmere-EP,4-Core,Intel,1366,32 nm,2266 MHz,17.0x,1.35 V,64K / 256K / 8192K,80W,Feb-11
Xeon E5620,Westmere-EP,4-Core,Intel,1366,32 nm,2400 MHz,18.0x,1.35 V,64K / 256K / 12288K,80W,Mar-10
Xeon E5630,Westmere-EP,4-Core,Intel,1366,32 nm,2533 MHz,19.0x,1.35 V,64K / 256K / 12288K,80W,Mar-10
Xeon E5640,Westmere-EP,4-Core,Intel,1366,32 nm,2666 MHz,20.0x,1.35 V,64K / 256K / 12288K,80W,Mar-10
Xeon E5645,Westmere-EP,6-Core,Intel,1366,32 nm,2400 MHz,18.0x,1.35 V,64K / 256K / 12288K,80W,Mar-10
Xeon E5649,Westmere-EP,6-Core,Intel,1366,32 nm,2533 MHz,19.0x,1.35 V,64K / 256K / 12288K,80W,Feb-11
Xeon E7-4870 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2100 MHz,21.0x,unknown,64K / 256K / 46080K,140W,Jun-15
Xeon E7-4880 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2300 MHz,23.0x,unknown,64K / 256K / 46080K,140W,Jun-15
Xeon E7-4890 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 46080K,165W,Jun-15
Xeon E7-8850,Westmere-EX,10-Core,Intel,1567,32 nm,2000 MHz,15.0x,1.35 V,64K / 256K / 30720K,130W,Apr-11
Xeon E7-8860,Westmere-EX,10-Core,Intel,1567,32 nm,2276 MHz,17.0x,1.35 V,64K / 256K / 30720K,130W,Apr-11
Xeon E7-8870,Westmere-EX,10-Core,Intel,1567,32 nm,2400 MHz,18.0x,1.35 V,64K / 256K / 30720K,130W,Apr-11
Xeon E7-8870 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2100 MHz,21.0x,unknown,64K / 256K / 46080K,140W,Jun-15
Xeon E7-8880 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2300 MHz,23.0x,unknown,64K / 256K / 46080K,140W,Jun-15
Xeon E7-8890 v3,Haswell-EX,18-Core,Intel,1150,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 46080K,165W,Jun-15
Xeon L5506,Gainestown,4-Core,Intel,1366,45 nm,2133 MHz,16.0x,1.35 V,64K / 256K / 4096K,60W,Mar-09
Xeon L5508,Gainestown,2-Core,Intel,1366,45 nm,2000 MHz,15.0x,1.35 V,64K / 256K / 8192K,38W,Mar-09
Xeon L5518,Gainestown,4-Core,Intel,1366,45 nm,2133 MHz,16.0x,1.35 V,64K / 256K / 8192K,60W,Mar-09
Xeon L5520,Gainestown,4-Core,Intel,1366,45 nm,2266 MHz,17.0x,1.35 V,64K / 256K / 8192K,60W,Mar-09
Xeon L5530,Gainestown,4-Core,Intel,1366,45 nm,2400 MHz,18.0x,1.35 V,64K / 256K / 8192K,60W,Aug-09
Xeon L5609,Westmere-EP,4-Core,Intel,1366,32 nm,1866 MHz,14.0x,1.35 V,64K / 256K / 12288K,40W,Mar-10
Xeon L5618,Westmere-EP,4-Core,Intel,1366,32 nm,1866 MHz,14.0x,1.35 V,64K / 256K / 12288K,40W,Mar-10
Xeon L5630,Westmere-EP,4-Core,Intel,1366,32 nm,2133 MHz,16.0x,1.35 V,64K / 256K / 12288K,40W,Mar-10
Xeon L5638,Westmere-EP,6-Core,Intel,1366,32 nm,2000 MHz,15.0x,1.35 V,64K / 256K / 12288K,60W,Mar-10
Xeon L5640,Westmere-EP,6-Core,Intel,1366,32 nm,2266 MHz,17.0x,1.35 V,64K / 256K / 12288K,60W,Mar-10
Xeon MP 2.83,Potomac,1-Core,Intel,604,90 nm,2833 MHz,17.0x,1.412 V,16K / 1024K / 8192K,135W,Mar-05
Xeon MP 2.83,Potomac,1-Core,Intel,604,90 nm,2833 MHz,17.0x,1.412 V,16K / 1024K / 4096K,135W,Mar-05
Xeon MP 3.00,Potomac,1-Core,Intel,604,90 nm,3000 MHz,18.0x,1.412 V,16K / 1024K / 8192K,135W,Mar-05
Xeon MP 3.00,Potomac,1-Core,Intel,604,90 nm,3000 MHz,18.0x,1.412 V,16K / 1024K / 4096K,135W,Mar-05
Xeon MP 3.16,Potomac,1-Core,Intel,604,90 nm,3167 MHz,19.0x,1.412 V,16K / 1024K / 8192K,135W,Mar-05
Xeon MP 3.16,Potomac,1-Core,Intel,604,90 nm,3167 MHz,19.0x,1.412 V,16K / 1024K / 4096K,135W,Mar-05
Xeon MP 3.16,Cranford,1-Core,Intel,604,90 nm,3167 MHz,19.0x,1.412 V,16K / 1024K / 0K,135W,Mar-05
Xeon MP 3.33,Potomac,1-Core,Intel,604,90 nm,3333 MHz,20.0x,1.412 V,16K / 1024K / 4096K,135W,Mar-05
Xeon MP 3.33,Potomac,1-Core,Intel,604,90 nm,3333 MHz,20.0x,1.412 V,16K / 1024K / 8192K,135W,Mar-05
Xeon MP 3.33,Cranford,1-Core,Intel,604,90 nm,3334 MHz,20.0x,1.412 V,16K / 1024K / 0K,135W,Mar-05
Xeon MP 3.50,Cranford,1-Core,Intel,604,90 nm,3500 MHz,21.0x,1.412 V,16K / 1024K / 0K,135W,Mar-05
Xeon MP 3.66,Cranford,1-Core,Intel,604,90 nm,3667 MHz,22.0x,1.412 V,16K / 1024K / 0K,135W,Mar-05
Xeon MP 7020 Dual-Core,Paxville,2-Core,Intel,604,90 nm,2667 MHz,16.0x,1.412 V,16K / 1024K / 0K,135W,Dec-05
Xeon MP 7030 Dual-Core,Paxville,2-Core,Intel,604,90 nm,2800 MHz,14.0x,1.412 V,16K / 1024K / 0K,135W,Dec-05
Xeon MP 7030 Dual-Core,Paxville,2-Core,Intel,604,90 nm,2833 MHz,17.0x,1.412 V,16K / 1024K / 0K,135W,Dec-05
Xeon MP 7040 Dual-Core,Paxville,2-Core,Intel,604,90 nm,3000 MHz,18.0x,1.412 V,16K / 1024K / 0K,135W,Dec-05
Xeon MP 7041 Dual-Core,Paxville,2-Core,Intel,604,90 nm,3000 MHz,15.0x,1.412 V,16K / 1024K / 0K,135W,Dec-05
Xeon W3503,Bloomfield,2-Core,Intel,1366,45 nm,2400 MHz,18.0x,1.225 V,64K / 256K / 4096K,130W,Mar-09
Xeon W3505,Bloomfield,2-Core,Intel,1366,45 nm,2533 MHz,19.0x,1.225 V,64K / 256K / 4096K,130W,Mar-09
Xeon W3520,Bloomfield,4-Core,Intel,1366,45 nm,2666 MHz,20.0x,1.375 V,64K / 256K / 8192K,130W,Mar-09
Xeon W3530,Bloomfield,4-Core,Intel,1366,45 nm,2800 MHz,21.0x,1.375 V,64K / 256K / 8192K,130W,Mar-10
Xeon W3540,Bloomfield,4-Core,Intel,1366,45 nm,2933 MHz,22.0x,1.375 V,64K / 256K / 8192K,130W,Mar-09
Xeon W3550,Bloomfield,4-Core,Intel,1366,45 nm,3066 MHz,23.0x,1.375 V,64K / 256K / 8192K,130W,Aug-09
Xeon W3565,Bloomfield,4-Core,Intel,1366,45 nm,3200 MHz,24.0x,1.375 V,64K / 256K / 8192K,130W,Nov-09
Xeon W3570,Bloomfield,4-Core,Intel,1366,45 nm,3200 MHz,24.0x,1.375 V,64K / 256K / 8192K,130W,Mar-09
Xeon W3580,Bloomfield,4-Core,Intel,1366,45 nm,3333 MHz,25.0x,1.375 V,64K / 256K / 8192K,130W,Aug-09
Xeon W3670,Gulftown,6-Core,Intel,1366,32 nm,3200 MHz,24.0x,1.375 V,64K / 256K / 12288K,130W,Aug-10
Xeon W3680,Gulftown,6-Core,Intel,1366,32 nm,3333 MHz,25.0x,1.375 V,64K / 256K / 12288K,130W,Mar-10
Xeon W3690,Gulftown,6-Core,Intel,1366,32 nm,3466 MHz,26.0x,1.375 V,64K / 256K / 12288K,130W,Feb-11
Xeon W5580,Gainestown,4-Core,Intel,1366,45 nm,3200 MHz,24.0x,1.35 V,64K / 256K / 8192K,130W,Mar-09
Xeon W5590,Gainestown,4-Core,Intel,1366,45 nm,3333 MHz,25.0x,1.35 V,64K / 256K / 8192K,130W,Aug-09
Xeon X5550,Gainestown,4-Core,Intel,1366,45 nm,2666 MHz,20.0x,1.35 V,64K / 256K / 8192K,95W,Mar-09
Xeon X5560,Gainestown,4-Core,Intel,1366,45 nm,2800 MHz,21.0x,1.35 V,64K / 256K / 8192K,95W,Mar-09
Xeon X5570,Gainestown,4-Core,Intel,1366,45 nm,2933 MHz,22.0x,1.35 V,64K / 256K / 8192K,95W,Mar-09
Xeon X5647,Westmere-EP,4-Core,Intel,1366,32 nm,2933 MHz,22.0x,1.35 V,64K / 256K / 12288K,130W,Feb-11
Xeon X5650,Westmere-EP,6-Core,Intel,1366,32 nm,2666 MHz,20.0x,1.35 V,64K / 256K / 12288K,95W,Mar-10
Xeon X5660,Westmere-EP,6-Core,Intel,1366,32 nm,2800 MHz,21.0x,1.35 V,64K / 256K / 12288K,95W,Mar-10
Xeon X5667,Westmere-EP,4-Core,Intel,1366,32 nm,3066 MHz,23.0x,1.35 V,64K / 256K / 12288K,95W,Mar-10
Xeon X5670,Westmere-EP,6-Core,Intel,1366,32 nm,2933 MHz,22.0x,1.35 V,64K / 256K / 12288K,95W,Mar-10
Xeon X5672,Westmere-EP,4-Core,Intel,1366,32 nm,3200 MHz,24.0x,1.35 V,64K / 256K / 12288K,95W,Feb-11
Xeon X5675,Westmere-EP,6-Core,Intel,1366,32 nm,3066 MHz,23.0x,1.35 V,64K / 256K / 12288K,95W,Feb-11
Xeon X5677,Westmere-EP,4-Core,Intel,1366,32 nm,3466 MHz,26.0x,1.35 V,64K / 256K / 12288K,130W,Mar-10
Xeon X5680,Westmere-EP,6-Core,Intel,1366,32 nm,3333 MHz,25.0x,1.35 V,64K / 256K / 12288K,130W,Feb-10
Xeon X5687,Westmere-EP,4-Core,Intel,1366,32 nm,3600 MHz,27.0x,1.35 V,64K / 256K / 12288K,130W,Feb-11
Xeon X5690,Westmere-EP,6-Core,Intel,1366,32 nm,3466 MHz,26.0x,1.35 V,64K / 256K / 12288K,130W,Feb-11
Xeon X5698,Westmere-EP,2-Core,Intel,1366,32 nm,4400 MHz,33.0x,unknown,64K / 256K / 12288K,130W,Feb-11
